"","Rank","Track","Artist","Streams","Date"
"407",7,"Snowman","Sia",217963,2021-01-21
"408",8,"34+35","Ariana Grande",172678,2021-01-21
"409",9,"Life Goes On","BTS",170050,2021-01-21
"410",10,"Cuek","Rizky Febian",163101,2021-01-21
"411",11,"I Just Couldn't Save You Tonight (feat. Aurélie) - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",155860,2021-01-21
"412",12,"Dynamite","BTS",146411,2021-01-21
"413",13,"positions","Ariana Grande",143719,2021-01-21
"414",14,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",142148,2021-01-21
"415",15,"Heather","Conan Gray",140297,2021-01-21
"416",16,"happy","Skinnyfabs",132676,2021-01-21
"417",17,"Maafkan Aku #terlanjurmencinta","Tiara Andini",130955,2021-01-21
"418",18,"Sofia","Clairo",129598,2021-01-21
"419",19,"Resah Jadi Luka","Daun Jatuh",123630,2021-01-21
"420",20,"Makna Cinta","Rizky Febian",121407,2021-01-21
"421",21,"Into Your Arms (feat. Ava Max)","Witt Lowry",118484,2021-01-21
"422",22,"Bahasa Kalbu","Raisa, Andi Rianto",112986,2021-01-21
"423",23,"Before You Go","Lewis Capaldi",110397,2021-01-21
"424",24,"Anyone","Justin Bieber",110303,2021-01-21
"425",25,"Stuck with U (with Justin Bieber)","Ariana Grande",105413,2021-01-21
"426",26,"Kukira Kau Rumah","Amigdala",99485,2021-01-21
"427",27,"Lose","NIKI",98758,2021-01-21
"428",28,"Lonely (with benny blanco)","Justin Bieber",97365,2021-01-21
"429",29,"One Only","Pamungkas",96448,2021-01-21
"430",30,"Katakan Saja","Khifnu",96144,2021-01-21
"431",31,"Tanpa Batas Waktu - 8D Version","Ade Govinda, Fadly",94010,2021-01-21
"432",32,"Kenangan Manis","Pamungkas",91661,2021-01-21
"433",33,"Blueberry Eyes (feat. SUGA of BTS)","MAX",91350,2021-01-21
"434",34,"Good Days","SZA",90917,2021-01-21
"435",35,"Monolog","Pamungkas",88360,2021-01-21
"436",36,"Heartbreak Anniversary","Giveon",87108,2021-01-21
"437",37,"Someone You Loved","Lewis Capaldi",85292,2021-01-21
"438",38,"Reflection - From ""Mulan""","Yura Yunita, SIVIA, Agatha Pricilla, Nadin Amizah",83496,2021-01-21
"439",39,"Pura Pura Lupa","Mahen",82540,2021-01-21
"440",40,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",81807,2021-01-21
"441",41,"Waktu Yang Salah","Fiersa Besari, Thantri Sundari",79471,2021-01-21
"442",42,"Mood (feat. iann dior)","24kGoldn",78828,2021-01-21
"443",43,"Secukupnya","Hindia",77076,2021-01-21
"444",44,"I Love You but I'm Letting Go","Pamungkas",74243,2021-01-21
"445",45,"Sesuatu Di Jogja","Adhitia Sofyan",73126,2021-01-21
"446",46,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",72878,2021-01-21
"447",47,"Lovesick Girls","BLACKPINK",70140,2021-01-21
"448",48,"you broke me first","Tate McRae",69720,2021-01-21
"449",49,"Selaras","Kunto Aji, Nadin Amizah",64158,2021-01-21
"450",50,"Copines","Aya Nakamura",63270,2021-01-21
"451",51,"Kau Lagi","Celine & Nadya",63000,2021-01-21
"452",52,"Rumah Ke Rumah","Hindia",61733,2021-01-21
"453",53,"What You Know Bout Love","Pop Smoke",61323,2021-01-21
"454",54,"I Still Love You","TheOvertunes",60078,2021-01-21
"455",55,"MY TREASURE","TREASURE",59469,2021-01-21
"456",56,"bitterlove","Ardhito Pramono",59334,2021-01-21
"457",57,"Kamu dan Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",59293,2021-01-21
"458",58,"Vibez","ZAYN",58701,2021-01-21
"459",59,"Luka Yang Kurindu","Mahen",58373,2021-01-21
"460",60,"lowkey","NIKI",56989,2021-01-21
"461",61,"Black Mamba","aespa",56395,2021-01-21
"462",62,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",56239,2021-01-21
"463",63,"Day & Night","Jung Seung Hwan",55824,2021-01-21
"464",64,"Closure","Pamungkas",54310,2021-01-21
"465",65,"Rumpang","Nadin Amizah",54165,2021-01-21
"466",66,"Adaptasi","Tulus",53846,2021-01-21
"467",67,"How You Like That","BLACKPINK",53344,2021-01-21
"468",68,"La La Lost You - Acoustic Version","NIKI, 88rising",53336,2021-01-21
"469",69,"Aku Yang Salah","Elmatu",52655,2021-01-21
"470",70,"LATHI (with Sara Fajira)","Weird Genius",52495,2021-01-21
"471",71,"Mad at Disney","salem ilese",52245,2021-01-21
"472",72,"Memories","Maroon 5",52209,2021-01-21
"473",73,"Terlalu Cinta","Rossa",52199,2021-01-21
"474",74,"Adu Rayu","Yovie Widianto, Tulus, Glenn Fredly",50492,2021-01-21
"475",75,"if u could see me cryin' in my room","Arash Buana, raissa anggiani",50279,2021-01-21
"476",76,"Figurinha - Ao Vivo","Douglas & Vinicius, MC Bruninho",49180,2021-01-21
"477",77,"willow","Taylor Swift",49162,2021-01-21
"478",78,"Psycho","Red Velvet",49085,2021-01-21
"479",79,"Tanya Hati","Pasto",48777,2021-01-21
"480",80,"Sedang Sayang Sayangnya","Mawar de Jongh",48545,2021-01-21
"481",81,"2002","Anne-Marie",48436,2021-01-21
"482",82,"Tanpa Tergesa","Juicy Luicy",48018,2021-01-21
"483",83,"Sorai","Nadin Amizah",47890,2021-01-21
"484",84,"Make A Wish (Birthday Song)","NCT U",47783,2021-01-21
"485",85,"Tolong","Budi Doremi",47730,2021-01-21
"486",86,"To the Bone","Pamungkas",47584,2021-01-21
"487",87,"Rehat","Kunto Aji",47462,2021-01-21
"488",88,"Ice Cream (with Selena Gomez)","BLACKPINK",47060,2021-01-21
"489",89,"Hey Stupid, I Love You","JP Saxe",46377,2021-01-21
"490",90,"Bentuk Cinta","Eclat Story",46189,2021-01-21
"491",91,"Boy With Luv (feat. Halsey)","BTS",46055,2021-01-21
"492",92,"eight(Prod.&Feat. SUGA of BTS)","IU",45527,2021-01-21
"493",93,"I Love You 3000","Stephanie Poetri",45087,2021-01-21
"494",94,"You Got It","Vedo",45033,2021-01-21
"495",95,"Di Persimpangan Dilema","Terry",44854,2021-01-21
"496",96,"Sit Still, Look Pretty","Daya",44695,2021-01-21
"497",97,"Sweet Scar","Weird Genius, Prince Husein, Eka Gustiwana, Reza Oktovian, Billy Taner",43698,2021-01-21
"498",98,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",43529,2021-01-21
"499",99,"Celengan Rindu","Fiersa Besari",43283,2021-01-21
"500",100,"Garis Terdepan","Fiersa Besari",43274,2021-01-21
"501",101,"90's Love","NCT U",43238,2021-01-21
"502",102,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685, Jason Derulo",43171,2021-01-21
"503",103,"Bicara (feat. Monita Tahalea)","TheOvertunes",43035,2021-01-21
"504",104,"Cinta Dalam Hati","Ungu",42987,2021-01-21
"505",105,"comethru","Jeremy Zucker",42921,2021-01-21
"506",106,"I CAN'T STOP ME","TWICE",42751,2021-01-21
"507",107,"Intentions (feat. Quavo)","Justin Bieber",42555,2021-01-21
"508",108,"Train Wreck","James Arthur",42465,2021-01-21
"509",109,"Fly Me to the Moon","The Macarons Project",42034,2021-01-21
"510",110,"Dan...","Sheila On 7",41649,2021-01-21
"511",111,"Say You Won't Let Go","James Arthur",41389,2021-01-21
"512",112,"Don't Watch Me Cry","Alex Porat",41318,2021-01-21
"513",113,"Kala Cinta Menggoda","Noah",40944,2021-01-21
"514",114,"Melawan Hati","Fiersa Besari, Prinsa Mandagie",40919,2021-01-21
"515",115,"Lebih Dari Egoku","Mawar de Jongh",40836,2021-01-21
"516",116,"Perlahan","Guyon Waton",40737,2021-01-21
"517",117,"Cinta Luar Biasa","Andmesh",40571,2021-01-21
"518",118,"Night Changes","One Direction",40565,2021-01-21
"519",119,"Kangen","Dewa 19",40350,2021-01-21
"520",120,"Lara","Dialog Senja",40085,2021-01-21
"521",121,"Mantra Cinta","Rizky Febian",39765,2021-01-21
"522",122,"Best Part (feat. Daniel Caesar)","H.E.R.",39292,2021-01-21
"523",123,"Bad Liar","Imagine Dragons",39232,2021-01-21
"524",124,"Ruang Rindu","Letto",38958,2021-01-21
"525",125,"Dandelions","Ruth B.",38849,2021-01-21
"526",126,"Januari","Glenn Fredly",38783,2021-01-21
"527",127,"Monokrom","Tulus",38459,2021-01-21
"528",128,"April","Fiersa Besari",38310,2021-01-21
"529",129,"10,000 Hours (with Justin Bieber)","Dan + Shay",38251,2021-01-21
"530",130,"Hal Indah Butuh Waktu Untuk Datang","Idgitaf",38237,2021-01-21
"531",131,"Selamat (Selamat Tinggal)","Virgoun, Audy",38093,2021-01-21
"532",132,"Pretty Savage","BLACKPINK",38078,2021-01-21
"533",133,"death bed (coffee for your head)","Powfu, beabadoobee",38062,2021-01-21
"534",134,"Fine","TAEYEON",38051,2021-01-21
"535",135,"Duhai Sayang","Yura Yunita",37913,2021-01-21
"536",136,"Rayu","Marion Jola, Laleilmanino",37833,2021-01-21
"537",137,"Halu","FePutri",37727,2021-01-21
"538",138,"Future","Red Velvet",37287,2021-01-21
"539",139,"Afterglow","Ed Sheeran",36877,2021-01-21
"540",140,"Running","Gaho",36597,2021-01-21
"541",141,"Okay Dokey","MINO, ZICO",36531,2021-01-21
"542",142,"Sorry","Pamungkas",36427,2021-01-21
"543",143,"Best Friend","Rex Orange County",35848,2021-01-21
"544",144,"Play Date","Melanie Martinez",35806,2021-01-21
"545",145,"Cinta Dan Rahasia","Yura Yunita, Glenn Fredly",35623,2021-01-21
"546",146,"Strawberries & Cigarettes","Troye Sivan",35588,2021-01-21
"547",147,"Rindu Dalam Hati","Arsy Widianto, Brisia Jodie",34935,2021-01-21
"548",148,"It's You","Ali Gatie",34903,2021-01-21
"549",149,"Langit Abu-Abu","Tulus",34711,2021-01-21
"550",150,"pov","Ariana Grande",34710,2021-01-21
"551",151,"lovely (with Khalid)","Billie Eilish",34639,2021-01-21
"552",152,"Sekali Ini Saja","Glenn Fredly",34606,2021-01-21
"553",153,"Kenangan Terindah","SAMSONS",34602,2021-01-21
"554",154,"Mmmh","KAI",34602,2021-01-21
"555",155,"Jangan Rubah Takdirku","Andmesh",34486,2021-01-21
"556",156,"Blue & Grey","BTS",34368,2021-01-21
"557",157,"Tak Sanggup Melupa #terlanjurmencinta","Ziva Magnolya",34142,2021-01-21
"558",158,"cigarettes of ours","Ardhito Pramono",33923,2021-01-21
"559",159,"Weak","SWV",33669,2021-01-21
"560",160,"You","Ten2Five",33669,2021-01-21
"561",161,"Soulmate","Kahitna",33633,2021-01-21
"562",162,"Pilu Membiru","Kunto Aji",33576,2021-01-21
"563",163,"Membasuh","Hindia, Rara Sekar",33206,2021-01-21
"564",164,"I Like Me Better","Lauv",33096,2021-01-21
"565",165,"Fana Merah Jambu","Fourtwnty",33070,2021-01-21
"566",166,"Therefore I Am","Billie Eilish",32857,2021-01-21
"567",167,"Kartonyono Medot Janji","Denny Caknan",32843,2021-01-21
"568",168,"Not Shy","ITZY",32557,2021-01-21
"569",169,"Señorita","Shawn Mendes, Camila Cabello",32437,2021-01-21
"570",170,"Tukar Jiwa","Tulus",32397,2021-01-21
"571",171,"Levitating (feat. DaBaby)","Dua Lipa",32330,2021-01-21
"572",172,"Takkan Terganti","Marcell",32264,2021-01-21
"573",173,"Indah Pada Waktunya","Rizky Febian, Aisyah Aziz",31874,2021-01-21
"574",174,"Be Alright","Dean Lewis",31829,2021-01-21
"575",175,"Beranjak Dewasa","Nadin Amizah",31827,2021-01-21
"576",176,"Amin Paling Serius","Sal Priadi, Nadin Amizah",31753,2021-01-21
"577",177,"C.H.R.I.S.Y.E.","Diskoria, Laleilmanino, Eva Celia",31597,2021-01-21
"578",178,"Location Unknown <U+25D0> (feat. BEKA) - Brooklyn Session","HONNE",31593,2021-01-21
"579",179,"Hampa","Ari Lasso",31568,2021-01-21
"580",180,"Nyaman","Andmesh",31548,2021-01-21
"581",181,"If the World Was Ending - feat. Julia Michaels","JP Saxe",31375,2021-01-21
"582",182,"You Are The Reason","Calum Scott",31250,2021-01-21
"583",183,"Too Good At Goodbyes","Sam Smith",31072,2021-01-21
"584",184,"Genius (feat. Sia, Diplo, and Labrinth)","Sia, LSD",30710,2021-01-21
"585",185,"Dancing in My Room","347aidan",30574,2021-01-21
"586",186,"When You Love Someone","Endah N Rhesa",30411,2021-01-21
"587",187,"Save Your Tears","The Weeknd",30348,2021-01-21
"588",188,"Hurts So Good","Astrid S",30287,2021-01-21
"589",189,"Without Me","Halsey",30219,2021-01-21
"590",190,"Hadal Ahbek","Issam Alnajjar",30174,2021-01-21
"591",191,"Bad Liar","Anna Hamilton",30046,2021-01-21
"592",192,"Blinding Lights","The Weeknd",29982,2021-01-21
"593",193,"thank u, next","Ariana Grande",29956,2021-01-21
"594",194,"Hitam Putih","Fourtwnty",29948,2021-01-21
"595",195,"From Home","NCT U",29901,2021-01-21
"596",196,"Remaja","Hivi!",29870,2021-01-21
"597",197,"Dekat Di Hati","RAN",29806,2021-01-21
"598",198,"Harusnya Aku","Armada",29642,2021-01-21
"599",199,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix","Ariana Grande",29611,2021-01-21
"600",200,"MAGO","GFRIEND",29541,2021-01-21
"601",1,"Bertaut","Nadin Amizah",296194,2021-01-28
"602",2,"At My Worst","Pink Sweat$",276510,2021-01-28
"603",3,"Blue Jeans","GANGGA",265558,2021-01-28
"604",4,"Mungkin Hari Ini Esok Atau Nanti","Anneth",245380,2021-01-28
"605",5,"drivers license","Olivia Rodrigo",231629,2021-01-28
"606",6,"Melukis Senja","Budi Doremi",213991,2021-01-28
"607",7,"Snowman","Sia",198231,2021-01-28
"608",8,"34+35","Ariana Grande",161605,2021-01-28
"609",9,"I Just Couldn't Save You Tonight (feat. Aurélie) - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",154604,2021-01-28
"610",10,"Dynamite","BTS",138010,2021-01-28
"611",11,"positions","Ariana Grande",137654,2021-01-28
"612",12,"Heather","Conan Gray",136568,2021-01-28
"613",13,"Cuek","Rizky Febian",134430,2021-01-28
"614",14,"Life Goes On","BTS",133716,2021-01-28
"615",15,"happy","Skinnyfabs",131694,2021-01-28
"616",16,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",130579,2021-01-28
"617",17,"Maafkan Aku #terlanjurmencinta","Tiara Andini",122457,2021-01-28
"618",18,"Sofia","Clairo",122224,2021-01-28
"619",19,"Makna Cinta","Rizky Febian",118334,2021-01-28
"620",20,"Resah Jadi Luka","Daun Jatuh",114388,2021-01-28
"621",21,"Katakan Saja","Khifnu",114270,2021-01-28
"622",22,"Into Your Arms (feat. Ava Max)","Witt Lowry",111941,2021-01-28
"623",23,"Bahasa Kalbu","Raisa, Andi Rianto",111004,2021-01-28
"624",24,"Before You Go","Lewis Capaldi",110372,2021-01-28
"625",25,"Stuck with U (with Justin Bieber)","Ariana Grande",103801,2021-01-28
"626",26,"Lose","NIKI",101109,2021-01-28
"627",27,"Kukira Kau Rumah","Amigdala",96910,2021-01-28
"628",28,"One Only","Pamungkas",94616,2021-01-28
"629",29,"Lonely (with benny blanco)","Justin Bieber",92992,2021-01-28
"630",30,"Tanpa Batas Waktu - 8D Version","Ade Govinda, Fadly",91305,2021-01-28
"631",31,"Good Days","SZA",89921,2021-01-28
"632",32,"Kenangan Manis","Pamungkas",89193,2021-01-28
"633",33,"Monolog","Pamungkas",86152,2021-01-28
"634",34,"Cintanya Aku","Tiara Andini, Arsy Widianto",85594,2021-01-28
"635",35,"Copines","Aya Nakamura",85532,2021-01-28
"636",36,"Someone You Loved","Lewis Capaldi",82403,2021-01-28
"637",37,"Anyone","Justin Bieber",81575,2021-01-28
"638",38,"Celebrity","IU",81363,2021-01-28
"639",39,"Heartbreak Anniversary","Giveon",80433,2021-01-28
"640",40,"Mood (feat. iann dior)","24kGoldn",79544,2021-01-28
"641",41,"Pura Pura Lupa","Mahen",79414,2021-01-28
"642",42,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",77123,2021-01-28
"643",43,"Waktu Yang Salah","Fiersa Besari, Thantri Sundari",77056,2021-01-28
"644",44,"Secukupnya","Hindia",76628,2021-01-28
"645",45,"Reflection - From ""Mulan""","Yura Yunita, SIVIA, Agatha Pricilla, Nadin Amizah",76480,2021-01-28
"646",46,"I Love You but I'm Letting Go","Pamungkas",73157,2021-01-28
"647",47,"Rumah Ke Rumah","Hindia",73074,2021-01-28
"648",48,"Sesuatu Di Jogja","Adhitia Sofyan",72258,2021-01-28
"649",49,"Lovesick Girls","BLACKPINK",67741,2021-01-28
"650",50,"you broke me first","Tate McRae",66380,2021-01-28
"651",51,"Selaras","Kunto Aji, Nadin Amizah",63789,2021-01-28
"652",52,"I Still Love You","TheOvertunes",61391,2021-01-28
"653",53,"Cinta Dalam Hati","Ungu",61382,2021-01-28
"654",54,"Kau Lagi","Celine & Nadya",60242,2021-01-28
"655",55,"bitterlove","Ardhito Pramono",58751,2021-01-28
"656",56,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",58681,2021-01-28
"657",57,"I'm Missing You","Sunjae",58400,2021-01-28
"658",58,"Day & Night","Jung Seung Hwan",56966,2021-01-28
"659",59,"lowkey","NIKI",55959,2021-01-28
"660",60,"To the Bone","Pamungkas",55542,2021-01-28
"661",61,"Terpesona (feat. Bulan)","Gustixa",55408,2021-01-28
"662",62,"Kamu dan Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",55403,2021-01-28
"663",63,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",54960,2021-01-28
"664",64,"Closure","Pamungkas",53284,2021-01-28
"665",65,"Black Mamba","aespa",52592,2021-01-28
"666",66,"What You Know Bout Love","Pop Smoke",52352,2021-01-28
"667",67,"How You Like That","BLACKPINK",52155,2021-01-28
"668",68,"Memories","Maroon 5",51501,2021-01-28
"669",69,"Mad at Disney","salem ilese",51073,2021-01-28
"670",70,"Adu Rayu","Yovie Widianto, Tulus, Glenn Fredly",50334,2021-01-28
"671",71,"Terlalu Cinta","Rossa",50333,2021-01-28
"672",72,"La La Lost You - Acoustic Version","NIKI, 88rising",50163,2021-01-28
"673",73,"LATHI (with Sara Fajira)","Weird Genius",50129,2021-01-28
"674",74,"MY TREASURE","TREASURE",50071,2021-01-28
"675",75,"Tanya Hati","Pasto",49916,2021-01-28
"676",76,"eight(Prod.&Feat. SUGA of BTS)","IU",48895,2021-01-28
"677",77,"if u could see me cryin' in my room","Arash Buana, raissa anggiani",48489,2021-01-28
"678",78,"C.H.R.I.S.Y.E.","Diskoria, Laleilmanino, Eva Celia",48261,2021-01-28
"679",79,"Pretty Savage","BLACKPINK",47936,2021-01-28
"680",80,"Tanpa Tergesa","Juicy Luicy",47854,2021-01-28
"681",81,"Rehat","Kunto Aji",47561,2021-01-28
"682",82,"Ice Cream (with Selena Gomez)","BLACKPINK",47119,2021-01-28
"683",83,"2002","Anne-Marie",46874,2021-01-28
"684",84,"Psycho","Red Velvet",46779,2021-01-28
"685",85,"Rumpang","Nadin Amizah",46194,2021-01-28
"686",86,"You Got It","Vedo",45614,2021-01-28
"687",87,"I Love You 3000","Stephanie Poetri",45600,2021-01-28
"688",88,"willow","Taylor Swift",45514,2021-01-28
"689",89,"Luka Yang Kurindu","Mahen",45505,2021-01-28
"690",90,"Adaptasi","Tulus",45229,2021-01-28
"691",91,"Ruang Rindu","Letto",44696,2021-01-28
"692",92,"Sorai","Nadin Amizah",44673,2021-01-28
"693",93,"Tolong","Budi Doremi",44294,2021-01-28
"694",94,"Bentuk Cinta","Eclat Story",44177,2021-01-28
"695",95,"Make A Wish (Birthday Song)","NCT U",44074,2021-01-28
"696",96,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685, Jason Derulo",44010,2021-01-28
"697",97,"Night Changes","One Direction",43913,2021-01-28
"698",98,"Boy With Luv (feat. Halsey)","BTS",43891,2021-01-28
"699",99,"Sedang Sayang Sayangnya","Mawar de Jongh",43790,2021-01-28
"700",100,"Sweet Scar","Weird Genius, Prince Husein, Eka Gustiwana, Reza Oktovian, Billy Taner",43428,2021-01-28
"701",101,"Kala Cinta Menggoda","Noah",43207,2021-01-28
"702",102,"Di Persimpangan Dilema","Terry",42959,2021-01-28
"703",103,"comethru","Jeremy Zucker",42704,2021-01-28
"704",104,"Garis Terdepan","Fiersa Besari",42639,2021-01-28
"705",105,"Celengan Rindu","Fiersa Besari",42623,2021-01-28
"706",106,"Hey Stupid, I Love You","JP Saxe",42535,2021-01-28
"707",107,"Figurinha - Ao Vivo","Douglas & Vinicius, MC Bruninho",42505,2021-01-28
"708",108,"Bicara (feat. Monita Tahalea)","TheOvertunes",42361,2021-01-28
"709",109,"Fly Me to the Moon","The Macarons Project",42154,2021-01-28
"710",110,"Don't Watch Me Cry","Alex Porat",41591,2021-01-28
"711",111,"Say You Won't Let Go","James Arthur",41588,2021-01-28
"712",112,"Sit Still, Look Pretty","Daya",41410,2021-01-28
"713",113,"Blueberry Eyes (feat. SUGA of BTS)","MAX",41289,2021-01-28
"714",114,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",40939,2021-01-28
"715",115,"Intentions (feat. Quavo)","Justin Bieber",40798,2021-01-28
"716",116,"Dan...","Sheila On 7",40640,2021-01-28
"717",117,"Lebih Dari Egoku","Mawar de Jongh",40253,2021-01-28
"718",118,"Train Wreck","James Arthur",40148,2021-01-28
"719",119,"Weak","Larissa Lambert",40038,2021-01-28
"720",120,"I CAN'T STOP ME","TWICE",39988,2021-01-28
"721",121,"Melawan Hati","Fiersa Besari, Prinsa Mandagie",39910,2021-01-28
"722",122,"Kangen","Dewa 19",39829,2021-01-28
"723",123,"Cinta Luar Biasa","Andmesh",39406,2021-01-28
"724",124,"Best Part (feat. Daniel Caesar)","H.E.R.",39395,2021-01-28
"725",125,"Hal Indah Butuh Waktu Untuk Datang","Idgitaf",39339,2021-01-28
"726",126,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)","MAX",39229,2021-01-28
"727",127,"Perlahan","Guyon Waton",39209,2021-01-28
"728",128,"Fine","TAEYEON",39023,2021-01-28
"729",129,"Lara","Dialog Senja",38900,2021-01-28
"730",130,"Bad Liar","Imagine Dragons",38622,2021-01-28
"731",131,"10,000 Hours (with Justin Bieber)","Dan + Shay",38558,2021-01-28
"732",132,"Monokrom","Tulus",38525,2021-01-28
"733",133,"90's Love","NCT U",38191,2021-01-28
"734",134,"April","Fiersa Besari",37419,2021-01-28
"735",135,"Vibez","ZAYN",37220,2021-01-28
